student_id,topic,difficulty,timestamp,correct
1001,Ratio & Proportion,2,2025-06-05,0
1001,Algebra,1,2025-06-05,1
1001,Trigonometry,3,2025-06-08,0
1001,Algebra,1,2025-06-10,1
1001,Sequences,1,2025-06-12,1
1001,Probability,1,2025-06-12,1
1001,Geometry,3,2025-06-15,0
1001,Ratio & Proportion,1,2025-06-17,1
1001,Sequences,3,2025-06-19,0
1001,Ratio & Proportion,2,2025-06-20,1
1001,Functions,2,2025-06-20,1
1001,Algebra,1,2025-06-23,0
1001,Functions,3,2025-06-23,0
1001,Geometry,3,2025-06-26,0
1001,Statistics,1,2025-06-28,0
1001,Ratio & Proportion,2,2025-06-29,0
1001,Statistics,1,2025-06-29,1
1001,Equations,2,2025-06-29,0
1001,Vectors,2,2025-07-01,0
1001,Geometry,3,2025-07-03,0
1001,Vectors,1,2025-07-04,0
1001,Sequences,3,2025-07-04,1
1001,Number,3,2025-07-07,0
1001,Trigonometry,2,2025-07-08,0
1001,Probability,2,2025-07-09,1
1001,Probability,1,2025-07-10,1
1001,Functions,1,2025-07-10,0
1001,Equations,2,2025-07-13,1
1001,Inequalities,2,2025-07-16,1
1001,Functions,3,2025-07-19,0
1001,Graphs,1,2025-07-22,1
1001,Graphs,3,2025-07-25,0
1001,Equations,1,2025-07-28,0
1001,Vectors,2,2025-07-29,1
1001,Geometry,1,2025-07-29,1
1001,Number,1,2025-07-31,1
1001,Probability,2,2025-08-01,0
1001,Statistics,1,2025-08-04,0
1001,Geometry,2,2025-08-06,0
1001,Sequences,1,2025-08-09,0
1001,Ratio & Proportion,2,2025-08-09,0
1001,Number,2,2025-08-10,0
1001,Statistics,1,2025-08-11,0
1001,Geometry,2,2025-08-13,0
1001,Sequences,3,2025-08-13,0
1001,Inequalities,1,2025-08-15,0
1001,Geometry,2,2025-08-17,1
1001,Vectors,1,2025-08-19,1
1001,Transformations,2,2025-08-22,1
1001,Ratio & Proportion,2,2025-08-24,1
1001,Algebra,3,2025-08-24,0
1001,Vectors,1,2025-08-24,1
1001,Ratio & Proportion,1,2025-08-25,0
1001,Graphs,3,2025-08-27,0
1001,Statistics,1,2025-08-28,0
1001,Statistics,2,2025-08-30,0
1001,Statistics,1,2025-08-30,1
1001,Equations,2,2025-08-31,0
1001,Sequences,2,2025-09-03,0
1001,Trigonometry,1,2025-09-06,0
1001,Trigonometry,3,2025-09-09,0
1001,Inequalities,2,2025-09-10,1
1001,Number,1,2025-09-10,0
1001,Equations,3,2025-09-12,0
1001,Geometry,2,2025-09-12,1
1001,Transformations,3,2025-09-15,0
1001,Geometry,1,2025-09-18,0
1001,Number,2,2025-09-21,1
1002,Probability,3,2025-03-26,1
1002,Probability,2,2025-03-26,0
1002,Transformations,2,2025-03-27,1
1002,Sequences,3,2025-03-30,1
1002,Probability,2,2025-04-01,1
1002,Statistics,2,2025-04-03,1
1002,Vectors,3,2025-04-05,0
1002,Graphs,3,2025-04-05,1
1002,Vectors,3,2025-04-05,1
1002,Statistics,2,2025-04-08,0
1002,Geometry,3,2025-04-11,0
1002,Sequences,1,2025-04-12,1
1002,Transformations,2,2025-04-13,0
1002,Number,2,2025-04-16,1
1002,Sequences,2,2025-04-19,1
1002,Equations,1,2025-04-22,1
1002,Sequences,3,2025-04-22,1
1002,Inequalities,3,2025-04-23,1
1002,Geometry,3,2025-04-26,0
1002,Sequences,3,2025-04-26,1
1002,Number,2,2025-04-27,1
1002,Number,2,2025-04-29,1
1002,Trigonometry,3,2025-04-29,0
1002,Statistics,3,2025-04-29,0
1002,Functions,1,2025-04-29,0
1002,Algebra,1,2025-05-02,0
1002,Sequences,3,2025-05-04,0
1002,Vectors,3,2025-05-04,1
1002,Graphs,3,2025-05-05,0
1002,Equations,3,2025-05-05,0
1002,Ratio & Proportion,1,2025-05-08,0
1002,Sequences,2,2025-05-09,1
1002,Equations,1,2025-05-11,1
1002,Vectors,3,2025-05-13,0
1002,Statistics,2,2025-05-16,0
1002,Geometry,3,2025-05-19,0
1002,Equations,2,2025-05-21,0
1002,Number,2,2025-05-21,1
1002,Geometry,1,2025-05-22,1
1002,Inequalities,1,2025-05-22,1
1002,Statistics,1,2025-05-24,1
1002,Geometry,2,2025-05-27,0
1002,Graphs,1,2025-05-30,0
1002,Number,2,2025-05-30,0
1002,Algebra,1,2025-05-31,0
1002,Vectors,3,2025-06-02,1
1002,Sequences,2,2025-06-02,1
1002,Sequences,2,2025-06-02,1
1002,Inequalities,1,2025-06-02,1
1002,Graphs,2,2025-06-03,1
1002,Sequences,3,2025-06-06,1
1002,Ratio & Proportion,3,2025-06-07,0
1002,Geometry,1,2025-06-07,1
1002,Equations,2,2025-06-09,1
1002,Vectors,2,2025-06-10,1
1002,Inequalities,1,2025-06-10,1
1002,Trigonometry,2,2025-06-10,1
1002,Trigonometry,2,2025-06-11,1
1002,Probability,1,2025-06-14,1
1002,Ratio & Proportion,1,2025-06-17,1
1002,Sequences,3,2025-06-17,1
1002,Inequalities,2,2025-06-18,0
1002,Trigonometry,1,2025-06-21,0
1002,Trigonometry,3,2025-06-21,0
1002,Graphs,3,2025-06-21,0
1002,Algebra,2,2025-06-21,0
1002,Inequalities,1,2025-06-23,1
1002,Inequalities,1,2025-06-25,0
1002,Geometry,3,2025-06-27,1
1002,Sequences,2,2025-06-27,0
1002,Inequalities,3,2025-06-28,1
1002,Inequalities,1,2025-06-28,1
1002,Algebra,3,2025-06-28,1
1002,Algebra,1,2025-07-01,0
1003,Algebra,3,2025-03-05,0
1003,Ratio & Proportion,2,2025-03-05,1
1003,Transformations,3,2025-03-08,1
1003,Vectors,2,2025-03-09,1
1003,Equations,1,2025-03-11,1
1003,Ratio & Proportion,2,2025-03-11,1
1003,Probability,3,2025-03-13,0
1003,Graphs,3,2025-03-15,1
1003,Vectors,2,2025-03-15,1
1003,Functions,2,2025-03-15,0
1003,Inequalities,3,2025-03-16,0
1003,Number,2,2025-03-18,0
1003,Vectors,1,2025-03-21,1
1003,Geometry,3,2025-03-21,0
1003,Sequences,1,2025-03-21,1
1003,Trigonometry,3,2025-03-24,1
1003,Inequalities,3,2025-03-27,0
1003,Statistics,1,2025-03-28,0
1003,Algebra,2,2025-03-29,1
1003,Equations,3,2025-03-31,0
1003,Probability,1,2025-04-01,0
1003,Algebra,3,2025-04-03,1
1003,Graphs,2,2025-04-04,0
1003,Statistics,2,2025-04-06,0
1003,Trigonometry,2,2025-04-09,1
1003,Statistics,1,2025-04-11,1
1003,Inequalities,2,2025-04-13,1
1003,Sequences,1,2025-04-15,1
1003,Ratio & Proportion,3,2025-04-16,1
1003,Transformations,1,2025-04-18,1
1003,Sequences,3,2025-04-21,0
1003,Number,3,2025-04-22,0
1003,Vectors,1,2025-04-22,1
1003,Trigonometry,3,2025-04-25,1
1003,Statistics,2,2025-04-27,0
1003,Ratio & Proportion,3,2025-04-30,0
1003,Inequalities,1,2025-04-30,1
1003,Ratio & Proportion,1,2025-05-03,0
1003,Transformations,3,2025-05-05,1
1003,Transformations,2,2025-05-05,1
1003,Transformations,1,2025-05-07,1
1003,Statistics,2,2025-05-07,1
1003,Functions,1,2025-05-07,1
1003,Equations,2,2025-05-07,0
1003,Geometry,1,2025-05-09,1
1003,Geometry,3,2025-05-09,0
1003,Sequences,3,2025-05-12,0
1003,Number,2,2025-05-13,0
1003,Number,1,2025-05-16,1
1003,Number,3,2025-05-19,1
1003,Ratio & Proportion,2,2025-05-20,1
1003,Statistics,1,2025-05-20,0
1003,Statistics,1,2025-05-23,1
1003,Number,3,2025-05-25,1
1003,Number,1,2025-05-25,0
1003,Transformations,3,2025-05-27,0
1003,Trigonometry,1,2025-05-30,1
1003,Number,2,2025-06-02,1
1003,Equations,1,2025-06-02,1
1003,Ratio & Proportion,3,2025-06-02,1
1003,Graphs,1,2025-06-04,0
1003,Vectors,2,2025-06-06,1
1003,Sequences,3,2025-06-09,0
1003,Vectors,2,2025-06-12,1
1003,Geometry,1,2025-06-12,1
1003,Ratio & Proportion,3,2025-06-15,1
1003,Equations,3,2025-06-16,1
1003,Algebra,1,2025-06-17,1
1003,Trigonometry,3,2025-06-17,0
1003,Statistics,1,2025-06-19,1
1003,Geometry,1,2025-06-21,1
1003,Number,1,2025-06-24,1
1003,Vectors,1,2025-06-27,0
1003,Equations,1,2025-06-27,1
1003,Geometry,3,2025-06-30,0
1003,Sequences,2,2025-07-01,1
1003,Geometry,3,2025-07-01,0
1003,Ratio & Proportion,1,2025-07-01,1
1003,Number,2,2025-07-02,1
1003,Functions,3,2025-07-05,0
1003,Trigonometry,2,2025-07-07,1
1003,Sequences,3,2025-07-08,1
1003,Functions,1,2025-07-10,1
1003,Algebra,1,2025-07-10,1
1003,Algebra,2,2025-07-10,1
1003,Graphs,3,2025-07-12,1
1003,Number,3,2025-07-15,1
1003,Algebra,1,2025-07-18,1
1003,Inequalities,3,2025-07-20,1
1003,Ratio & Proportion,1,2025-07-22,0
1003,Equations,3,2025-07-24,1
1003,Statistics,1,2025-07-26,1
1003,Equations,1,2025-07-26,1
1003,Algebra,3,2025-07-28,1
1003,Algebra,3,2025-07-30,0
1003,Statistics,1,2025-07-30,1
1003,Ratio & Proportion,2,2025-08-01,1
1003,Inequalities,2,2025-08-02,1
1003,Ratio & Proportion,1,2025-08-04,0
1003,Algebra,2,2025-08-07,1
1003,Sequences,1,2025-08-07,1
1003,Trigonometry,2,2025-08-09,1
1003,Ratio & Proportion,3,2025-08-10,0
1003,Inequalities,2,2025-08-11,0
1003,Trigonometry,2,2025-08-11,0
1003,Sequences,1,2025-08-14,1
1003,Vectors,2,2025-08-14,1
1003,Trigonometry,3,2025-08-15,0
1003,Transformations,2,2025-08-15,1
1003,Functions,3,2025-08-16,1
1003,Probability,3,2025-08-19,0
1003,Inequalities,3,2025-08-19,0
1003,Statistics,2,2025-08-19,1
1003,Statistics,3,2025-08-22,0
1003,Probability,1,2025-08-24,0
1003,Functions,1,2025-08-26,1
1004,Statistics,2,2025-03-10,0
1004,Geometry,3,2025-03-11,0
1004,Trigonometry,1,2025-03-13,0
1004,Transformations,3,2025-03-16,0
1004,Inequalities,3,2025-03-16,0
1004,Functions,1,2025-03-17,0
1004,Trigonometry,1,2025-03-17,1
1004,Algebra,3,2025-03-18,0
1004,Geometry,1,2025-03-21,0
1004,Graphs,1,2025-03-21,0
1004,Trigonometry,3,2025-03-24,0
1004,Geometry,2,2025-03-27,0
1004,Vectors,3,2025-03-30,0
1004,Statistics,1,2025-04-02,0
1004,Equations,2,2025-04-03,0
1004,Equations,3,2025-04-06,0
1004,Geometry,2,2025-04-08,0
1004,Sequences,3,2025-04-10,0
1004,Equations,1,2025-04-11,1
1004,Functions,3,2025-04-13,0
1004,Geometry,3,2025-04-16,0
1004,Inequalities,2,2025-04-18,0
1004,Functions,3,2025-04-20,0
1004,Graphs,3,2025-04-21,0
1004,Algebra,3,2025-04-24,0
1004,Inequalities,2,2025-04-24,0
1004,Sequences,2,2025-04-27,1
1004,Equations,2,2025-04-28,1
1004,Probability,3,2025-04-29,1
1004,Number,2,2025-04-29,0
1004,Graphs,1,2025-05-01,1
1004,Trigonometry,3,2025-05-03,1
1004,Algebra,1,2025-05-04,0
1004,Ratio & Proportion,1,2025-05-07,0
1004,Geometry,2,2025-05-09,0
1004,Functions,2,2025-05-12,0
1004,Sequences,3,2025-05-14,0
1004,Trigonometry,3,2025-05-17,0
1004,Sequences,3,2025-05-18,1
1004,Geometry,1,2025-05-19,0
1004,Algebra,3,2025-05-20,1
1004,Number,3,2025-05-23,0
1004,Probability,3,2025-05-26,0
1004,Vectors,3,2025-05-27,0
1004,Geometry,3,2025-05-27,0
1004,Sequences,3,2025-05-30,0
1004,Transformations,1,2025-05-30,1
1004,Statistics,3,2025-05-30,0
1004,Graphs,1,2025-05-30,1
1004,Sequences,2,2025-06-02,0
1004,Statistics,2,2025-06-02,0
1004,Sequences,2,2025-06-03,0
1004,Probability,3,2025-06-05,0
1004,Inequalities,2,2025-06-05,0
1004,Sequences,2,2025-06-06,1
1004,Sequences,3,2025-06-06,0
1004,Transformations,1,2025-06-06,1
1004,Statistics,1,2025-06-09,0
1004,Geometry,1,2025-06-12,1
1004,Inequalities,1,2025-06-12,1
1004,Sequences,1,2025-06-13,1
1004,Geometry,1,2025-06-16,0
1004,Probability,1,2025-06-17,1
1004,Functions,2,2025-06-19,1
1004,Vectors,1,2025-06-20,0
1004,Probability,1,2025-06-22,1
1004,Number,3,2025-06-22,0
1004,Algebra,1,2025-06-22,0
1004,Graphs,2,2025-06-23,0
1004,Graphs,1,2025-06-25,0
1004,Geometry,1,2025-06-25,0
1004,Vectors,3,2025-06-25,0
1004,Sequences,1,2025-06-25,0
1004,Equations,2,2025-06-27,0
1004,Functions,3,2025-06-30,0
1004,Probability,3,2025-07-03,0
1004,Ratio & Proportion,2,2025-07-05,0
1004,Vectors,3,2025-07-08,0
1004,Sequences,3,2025-07-11,0
1004,Statistics,2,2025-07-13,0
1004,Geometry,1,2025-07-15,0
1004,Transformations,1,2025-07-15,1
1004,Number,1,2025-07-17,0
1004,Vectors,1,2025-07-17,0
1004,Vectors,2,2025-07-20,0
1004,Statistics,1,2025-07-21,1
1004,Ratio & Proportion,3,2025-07-22,1
1004,Equations,1,2025-07-25,0
1004,Geometry,2,2025-07-27,0
1004,Probability,3,2025-07-30,0
1004,Statistics,3,2025-07-30,0
1004,Transformations,1,2025-08-02,1
1004,Trigonometry,2,2025-08-05,1
1004,Inequalities,2,2025-08-07,0
1004,Number,1,2025-08-07,0
1004,Sequences,2,2025-08-10,1
1004,Algebra,1,2025-08-10,1
1005,Number,1,2025-03-03,0
1005,Geometry,3,2025-03-05,0
1005,Geometry,1,2025-03-06,1
1005,Algebra,1,2025-03-08,0
1005,Probability,2,2025-03-10,0
1005,Probability,2,2025-03-11,0
1005,Graphs,2,2025-03-12,1
1005,Sequences,2,2025-03-13,0
1005,Functions,1,2025-03-16,0
1005,Inequalities,2,2025-03-18,0
1005,Graphs,3,2025-03-18,0
1005,Sequences,1,2025-03-19,0
1005,Geometry,1,2025-03-22,0
1005,Statistics,1,2025-03-23,0
1005,Number,2,2025-03-26,0
1005,Number,1,2025-03-28,1
1005,Equations,1,2025-03-28,0
1005,Graphs,2,2025-03-28,1
1005,Equations,2,2025-03-30,0
1005,Inequalities,2,2025-04-02,0
1005,Algebra,3,2025-04-05,1
1005,Equations,2,2025-04-07,0
1005,Functions,2,2025-04-08,1
1005,Sequences,1,2025-04-08,0
1005,Geometry,2,2025-04-09,0
1005,Statistics,3,2025-04-11,0
1005,Number,2,2025-04-14,1
1005,Ratio & Proportion,1,2025-04-16,0
1005,Vectors,2,2025-04-16,0
1005,Geometry,3,2025-04-16,0
1005,Vectors,3,2025-04-16,0
1005,Equations,2,2025-04-18,0
1005,Number,1,2025-04-19,1
1005,Equations,1,2025-04-19,1
1005,Trigonometry,2,2025-04-19,1
1005,Vectors,1,2025-04-22,1
1005,Trigonometry,3,2025-04-25,1
1005,Number,2,2025-04-28,1
1005,Number,2,2025-04-29,0
1005,Functions,1,2025-04-30,0
1005,Transformations,1,2025-05-01,0
1005,Graphs,1,2025-05-03,1
1005,Graphs,1,2025-05-03,0
1005,Functions,2,2025-05-03,0
1005,Ratio & Proportion,1,2025-05-04,1
1005,Algebra,2,2025-05-07,0
1005,Sequences,2,2025-05-07,1
1005,Geometry,1,2025-05-07,1
1005,Algebra,1,2025-05-09,0
1005,Probability,1,2025-05-11,0
1005,Equations,1,2025-05-11,1
1005,Functions,1,2025-05-14,0
1005,Geometry,2,2025-05-15,1
1005,Trigonometry,3,2025-05-15,0
1005,Probability,3,2025-05-18,0
1005,Transformations,2,2025-05-19,0
1005,Ratio & Proportion,2,2025-05-21,1
1005,Number,2,2025-05-22,1
1005,Number,3,2025-05-23,1
1005,Transformations,3,2025-05-24,0
1005,Trigonometry,1,2025-05-25,0
1005,Ratio & Proportion,3,2025-05-27,0
1005,Trigonometry,3,2025-05-28,0
1005,Probability,3,2025-05-31,0
1005,Statistics,2,2025-05-31,1
1005,Vectors,3,2025-06-03,0
1005,Probability,2,2025-06-04,1
1005,Equations,2,2025-06-06,1
1005,Functions,2,2025-06-07,0
1005,Algebra,1,2025-06-09,0
1005,Number,2,2025-06-09,1
1005,Vectors,3,2025-06-12,0
1005,Ratio & Proportion,1,2025-06-14,1
1005,Sequences,3,2025-06-15,0
1005,Statistics,1,2025-06-18,0
1005,Number,3,2025-06-21,0
1006,Inequalities,3,2025-03-27,1
1006,Inequalities,2,2025-03-30,0
1006,Transformations,3,2025-04-02,0
1006,Probability,3,2025-04-02,0
1006,Sequences,3,2025-04-05,0
1006,Number,2,2025-04-07,1
1006,Algebra,2,2025-04-10,0
1006,Graphs,2,2025-04-12,1
1006,Sequences,2,2025-04-13,0
1006,Equations,2,2025-04-14,1
1006,Vectors,2,2025-04-14,1
1006,Transformations,2,2025-04-14,1
1006,Sequences,3,2025-04-15,1
1006,Transformations,1,2025-04-16,1
1006,Inequalities,3,2025-04-18,0
1006,Transformations,3,2025-04-20,0
1006,Functions,2,2025-04-23,1
1006,Inequalities,3,2025-04-24,0
1006,Transformations,1,2025-04-24,1
1006,Geometry,1,2025-04-26,0
1006,Inequalities,1,2025-04-28,0
1006,Transformations,1,2025-04-28,0
1006,Equations,1,2025-04-30,1
1006,Geometry,1,2025-04-30,1
1006,Vectors,3,2025-05-01,1
1006,Sequences,2,2025-05-01,1
1006,Ratio & Proportion,3,2025-05-03,1
1006,Vectors,2,2025-05-03,0
1006,Transformations,2,2025-05-03,1
1006,Vectors,3,2025-05-03,0
1006,Transformations,1,2025-05-03,0
1006,Statistics,2,2025-05-05,0
1006,Algebra,2,2025-05-07,1
1006,Statistics,3,2025-05-07,0
1006,Geometry,2,2025-05-07,0
1006,Number,3,2025-05-07,0
1006,Sequences,3,2025-05-08,0
1006,Statistics,1,2025-05-11,1
1006,Trigonometry,2,2025-05-14,0
1006,Sequences,3,2025-05-15,0
1006,Algebra,1,2025-05-15,0
1006,Inequalities,1,2025-05-17,1
1006,Algebra,2,2025-05-17,1
1006,Inequalities,3,2025-05-17,1
1006,Ratio & Proportion,1,2025-05-17,0
1006,Sequences,3,2025-05-18,0
1006,Functions,2,2025-05-20,0
1006,Ratio & Proportion,3,2025-05-21,1
1006,Probability,2,2025-05-22,0
1006,Number,2,2025-05-25,0
1006,Geometry,1,2025-05-27,0
1006,Number,3,2025-05-28,0
1006,Number,2,2025-05-28,0
1006,Trigonometry,1,2025-05-30,0
1006,Functions,1,2025-06-02,1
1006,Number,3,2025-06-02,1
1006,Equations,2,2025-06-05,1
1006,Transformations,2,2025-06-05,0
1006,Functions,3,2025-06-08,0
1006,Sequences,1,2025-06-08,1
1006,Statistics,3,2025-06-10,1
1006,Transformations,2,2025-06-12,1
1006,Functions,2,2025-06-15,1
1006,Vectors,2,2025-06-15,1
1006,Inequalities,1,2025-06-17,0
1006,Ratio & Proportion,1,2025-06-19,0
1006,Geometry,1,2025-06-21,1
1006,Geometry,2,2025-06-24,1
1006,Sequences,1,2025-06-26,1
1006,Algebra,3,2025-06-28,0
1006,Sequences,2,2025-06-28,1
1006,Equations,3,2025-07-01,1
1006,Graphs,1,2025-07-02,0
1006,Statistics,2,2025-07-05,1
1006,Transformations,1,2025-07-07,1
1006,Functions,3,2025-07-09,1
1006,Transformations,2,2025-07-10,0
1006,Geometry,1,2025-07-12,1
1006,Sequences,1,2025-07-12,1
1006,Equations,3,2025-07-15,0
1006,Number,2,2025-07-18,1
1006,Trigonometry,1,2025-07-18,0
1006,Transformations,3,2025-07-18,1
1006,Statistics,2,2025-07-20,0
1006,Sequences,3,2025-07-22,0
1006,Geometry,2,2025-07-22,1
1006,Transformations,3,2025-07-23,0
1006,Ratio & Proportion,3,2025-07-23,1
1006,Probability,2,2025-07-26,0
1006,Inequalities,1,2025-07-28,1
1006,Algebra,2,2025-07-30,0
1006,Probability,3,2025-07-31,0
1006,Transformations,1,2025-08-03,0
1006,Ratio & Proportion,1,2025-08-04,1
1006,Inequalities,3,2025-08-07,1
1006,Number,2,2025-08-08,0
1006,Algebra,3,2025-08-08,0
1007,Number,1,2025-03-15,1
1007,Probability,3,2025-03-16,0
1007,Inequalities,3,2025-03-16,1
1007,Transformations,2,2025-03-17,1
1007,Vectors,1,2025-03-18,0
1007,Probability,3,2025-03-20,0
1007,Equations,1,2025-03-22,1
1007,Graphs,2,2025-03-23,1
1007,Number,2,2025-03-26,1
1007,Inequalities,1,2025-03-26,1
1007,Ratio & Proportion,2,2025-03-27,0
1007,Algebra,3,2025-03-28,0
1007,Geometry,1,2025-03-30,0
1007,Inequalities,3,2025-04-01,0
1007,Transformations,3,2025-04-01,0
1007,Algebra,1,2025-04-03,1
1007,Graphs,2,2025-04-05,0
1007,Equations,1,2025-04-06,1
1007,Trigonometry,3,2025-04-06,1
1007,Transformations,3,2025-04-09,0
1007,Transformations,3,2025-04-12,0
1007,Algebra,2,2025-04-15,0
1007,Functions,3,2025-04-15,0
1007,Inequalities,2,2025-04-15,0
1007,Statistics,2,2025-04-18,0
1007,Probability,3,2025-04-19,1
1007,Vectors,1,2025-04-22,1
1007,Algebra,3,2025-04-23,1
1007,Graphs,1,2025-04-25,1
1007,Geometry,1,2025-04-28,0
1007,Sequences,1,2025-04-30,1
1007,Statistics,1,2025-05-01,1
1007,Graphs,1,2025-05-02,1
1007,Equations,2,2025-05-04,1
1007,Sequences,1,2025-05-04,1
1007,Trigonometry,1,2025-05-07,1
1007,Vectors,1,2025-05-08,0
1007,Statistics,1,2025-05-08,0
1007,Probability,3,2025-05-08,1
1007,Trigonometry,3,2025-05-11,1
1007,Statistics,2,2025-05-12,1
1007,Probability,3,2025-05-13,0
1007,Functions,1,2025-05-14,1
1007,Number,1,2025-05-14,0
1007,Vectors,3,2025-05-14,0
1007,Vectors,3,2025-05-15,0
1007,Probability,3,2025-05-17,0
1007,Probability,3,2025-05-20,0
1007,Probability,2,2025-05-21,0
1007,Statistics,3,2025-05-22,0
1007,Geometry,1,2025-05-23,1
1007,Statistics,1,2025-05-24,1
1007,Geometry,2,2025-05-27,1
1007,Equations,2,2025-05-29,1
1007,Probability,2,2025-05-31,0
1007,Vectors,1,2025-06-01,1
1007,Number,2,2025-06-02,0
1007,Algebra,2,2025-06-02,0
1007,Vectors,3,2025-06-02,0
1007,Graphs,1,2025-06-02,1
1007,Sequences,1,2025-06-02,0
1007,Probability,3,2025-06-02,0
1007,Number,2,2025-06-03,0
1007,Statistics,2,2025-06-06,0
1007,Trigonometry,2,2025-06-08,0
1007,Ratio & Proportion,2,2025-06-09,0
1007,Vectors,1,2025-06-11,1
1007,Transformations,1,2025-06-12,1
